"past_90_109","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_110","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_111","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_112","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_113","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_114","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_115","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_116","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_117","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_118","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_119","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_120","Integer","","Recommended","In the past 90 days, did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Other","0;1","0= No; 1= Yes",""
"past_90_121","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_90_122","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_90_123","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_90_124","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_90_125","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_90_126","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_90_127","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_90_128","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_90_129","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_90_130","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_90_131","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_90_132","Integer","","Recommended","In the past 90 days, when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Other","0;1","0= No; 1= Yes",""
"past_120_01","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_02","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_03","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_04","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_05","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_06","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_07","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_08","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_09","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_10","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_11","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_12","Integer","","Recommended","In the past 12 months (1 year), have you used any of the following substances more or for a longer time than you intended?: Other","0;1","0= No; 1= Yes",""
"past_120_13","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_14","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_15","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_16","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_17","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_18","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_19","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_20","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_21","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_22","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_23","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_24","Integer","","Recommended","In the past 12 months (1 year), have you repeatedly want to reduce or control your use of any of the following substances but failed?: Other","0;1","0= No; 1= Yes",""
"past_120_25","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_26","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_27","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_28","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_29","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_30","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_31","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_32","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_33","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_34","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_35","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_36","Integer","","Recommended","In the past 12 months (1 year), on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Other","0;1","0= No; 1= Yes",""
"past_120_37","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_38","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_39","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_40","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_41","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_42","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_43","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_44","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_45","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_46","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_47","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_48","Integer","","Recommended","In the past 12 months (1 year), have you ever experience cravings, or a strong desire or urge to use the following substances?: Other","0;1","0= No; 1= Yes",""
"past_120_49","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_50","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_51","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_52","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_53","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_54","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_55","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_56","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_57","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_58","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_59","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_60","Integer","","Recommended","In the past 12 months (1 year), did you spend less time meeting your responsibilities at work, at school, or at home, because of your repeated use of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_120_61","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_62","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_63","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_64","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_65","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_66","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_67","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_68","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_69","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_70","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_71","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_72","Integer","","Recommended","In the past 12 months (1 year), if your use of each of the following substances caused problems with your family or other people, did you still keep using it?: Other","0;1","0= No; 1= Yes",""
"past_120_73","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_74","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_75","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
